0,12.3895,11.1486,14.7646,13.7674,11.8454,11.8538,10.6288,11.7043,11.3323,9.86406,10.5154
1,14.7646,10.5154,13.7674,11.8454,11.8538,10.6288,11.7043,11.3323,9.86406,11.1486,9.23373
2,13.7674,9.23373,11.8454,11.8538,10.6288,11.7043,11.3323,9.86406,11.1486,10.5154,12.0862
3,11.8454,12.0862,11.8538,10.6288,11.7043,11.3323,9.86406,11.1486,10.5154,9.23373,10.1438
4,11.8538,10.1438,10.6288,11.7043,11.3323,9.86406,11.1486,10.5154,9.23373,12.0862,7.4817
5,10.6288,7.4817,11.7043,11.3323,9.86406,11.1486,10.5154,9.23373,12.0862,10.1438,9.97092
6,11.7043,9.97092,11.3323,9.86406,11.1486,10.5154,9.23373,12.0862,10.1438,7.4817,9.21474
7,11.3323,9.21474,9.86406,11.1486,10.5154,9.23373,12.0862,10.1438,7.4817,9.97092,14.0907
8,9.86406,14.0907,11.1486,10.5154,9.23373,12.0862,10.1438,7.4817,9.97092,9.21474,11.456
9,11.1486,11.456,10.5154,9.23373,12.0862,10.1438,7.4817,9.97092,9.21474,14.0907,13.7718
10,10.5154,13.7718,9.23373,12.0862,10.1438,7.4817,9.97092,9.21474,14.0907,11.456,15.7275
11,9.23373,15.7275,12.0862,10.1438,7.4817,9.97092,9.21474,14.0907,11.456,13.7718,11.8064
12,12.0862,11.8064,10.1438,7.4817,9.97092,9.21474,14.0907,11.456,13.7718,15.7275,10.2364
13,10.1438,10.2364,7.4817,9.97092,9.21474,14.0907,11.456,13.7718,15.7275,11.8064,7.69532
14,7.4817,7.69532,9.97092,9.21474,14.0907,11.456,13.7718,15.7275,11.8064,10.2364,10.767
15,9.97092,10.767,9.21474,14.0907,11.456,13.7718,15.7275,11.8064,10.2364,7.69532,14.2336
16,9.21474,14.2336,14.0907,11.456,13.7718,15.7275,11.8064,10.2364,7.69532,10.767,10.1661
17,14.0907,10.1661,11.456,13.7718,15.7275,11.8064,10.2364,7.69532,10.767,14.2336,11.7882
18,11.456,11.7882,13.7718,15.7275,11.8064,10.2364,7.69532,10.767,14.2336,10.1661,12.543
19,13.7718,12.543,15.7275,11.8064,10.2364,7.69532,10.767,14.2336,10.1661,11.7882,11.3028
20,15.7275,11.3028,11.8064,10.2364,7.69532,10.767,14.2336,10.1661,11.7882,12.543,11.0737
21,11.8064,11.0737,10.2364,7.69532,10.767,14.2336,10.1661,11.7882,12.543,11.3028,9.87128
22,10.2364,9.87128,7.69532,10.767,14.2336,10.1661,11.7882,12.543,11.3028,11.0737,10.9912
23,7.69532,10.9912,10.767,14.2336,10.1661,11.7882,12.543,11.3028,11.0737,9.87128,11.1826
24,10.767,11.1826,14.2336,10.1661,11.7882,12.543,11.3028,11.0737,9.87128,10.9912,9.48083
25,14.2336,9.48083,10.1661,11.7882,12.543,11.3028,11.0737,9.87128,10.9912,11.1826,12.2974
26,10.1661,12.2974,11.7882,12.543,11.3028,11.0737,9.87128,10.9912,11.1826,9.48083,11.5683
27,11.7882,11.5683,12.543,11.3028,11.0737,9.87128,10.9912,11.1826,9.48083,12.2974,9.11761
28,12.543,9.11761,11.3028,11.0737,9.87128,10.9912,11.1826,9.48083,12.2974,11.5683,8.47475
29,11.3028,8.47475,11.0737,9.87128,10.9912,11.1826,9.48083,12.2974,11.5683,9.11761,8.98125
30,11.0737,8.98125,9.87128,10.9912,11.1826,9.48083,12.2974,11.5683,9.11761,8.47475,7.57904
31,9.87128,7.57904,10.9912,11.1826,9.48083,12.2974,11.5683,9.11761,8.47475,8.98125,4.89499
32,10.9912,4.89499,11.1826,9.48083,12.2974,11.5683,9.11761,8.47475,8.98125,7.57904,5.71684
33,11.1826,5.71684,9.48083,12.2974,11.5683,9.11761,8.47475,8.98125,7.57904,4.89499,7.54981
34,9.48083,7.54981,12.2974,11.5683,9.11761,8.47475,8.98125,7.57904,4.89499,5.71684,6.30264
35,12.2974,6.30264,11.5683,9.11761,8.47475,8.98125,7.57904,4.89499,5.71684,7.54981,5.88324
36,11.5683,5.88324,9.11761,8.47475,8.98125,7.57904,4.89499,5.71684,7.54981,6.30264,5.5886
37,9.11761,5.5886,8.47475,8.98125,7.57904,4.89499,5.71684,7.54981,6.30264,5.88324,6.04922
38,8.47475,6.04922,8.98125,7.57904,4.89499,5.71684,7.54981,6.30264,5.88324,5.5886,7.66162
39,8.98125,7.66162,7.57904,4.89499,5.71684,7.54981,6.30264,5.88324,5.5886,6.04922,9.12343
40,7.57904,9.12343,4.89499,5.71684,7.54981,6.30264,5.88324,5.5886,6.04922,7.66162,7.90817
41,4.89499,7.90817,5.71684,7.54981,6.30264,5.88324,5.5886,6.04922,7.66162,9.12343,7.82254
42,5.71684,7.82254,7.54981,6.30264,5.88324,5.5886,6.04922,7.66162,9.12343,7.90817,6.21159
43,7.54981,6.21159,6.30264,5.88324,5.5886,6.04922,7.66162,9.12343,7.90817,7.82254,6.98409
44,6.30264,6.98409,5.88324,5.5886,6.04922,7.66162,9.12343,7.90817,7.82254,6.21159,8.57869
45,5.88324,8.57869,5.5886,6.04922,7.66162,9.12343,7.90817,7.82254,6.21159,6.98409,8.0655
46,5.5886,8.0655,6.04922,7.66162,9.12343,7.90817,7.82254,6.21159,6.98409,8.57869,9.69433
47,6.04922,9.69433,7.66162,9.12343,7.90817,7.82254,6.21159,6.98409,8.57869,8.0655,11.0244
48,7.66162,11.0244,9.12343,7.90817,7.82254,6.21159,6.98409,8.57869,8.0655,9.69433,11.144
49,9.12343,11.144,7.90817,7.82254,6.21159,6.98409,8.57869,8.0655,9.69433,11.0244,11.384
50,7.90817,11.384,7.82254,6.21159,6.98409,8.57869,8.0655,9.69433,11.0244,11.144,10.0513
51,7.82254,10.0513,6.21159,6.98409,8.57869,8.0655,9.69433,11.0244,11.144,11.384,8.92264
52,6.21159,8.92264,6.98409,8.57869,8.0655,9.69433,11.0244,11.144,11.384,10.0513,5.39571
53,6.98409,5.39571,8.57869,8.0655,9.69433,11.0244,11.144,11.384,10.0513,8.92264,8.90693
54,8.57869,8.90693,8.0655,9.69433,11.0244,11.144,11.384,10.0513,8.92264,5.39571,10.5487
55,8.0655,10.5487,9.69433,11.0244,11.144,11.384,10.0513,8.92264,5.39571,8.90693,7.52277
56,9.69433,7.52277,11.0244,11.144,11.384,10.0513,8.92264,5.39571,8.90693,10.5487,7.46129
57,11.0244,7.46129,11.144,11.384,10.0513,8.92264,5.39571,8.90693,10.5487,7.52277,5.84861
58,11.144,5.84861,11.384,10.0513,8.92264,5.39571,8.90693,10.5487,7.52277,7.46129,6.54202
59,11.384,6.54202,10.0513,8.92264,5.39571,8.90693,10.5487,7.52277,7.46129,5.84861,6.52964
60,10.0513,6.52964,8.92264,5.39571,8.90693,10.5487,7.52277,7.46129,5.84861,6.54202,7.7014
61,8.92264,7.7014,5.39571,8.90693,10.5487,7.52277,7.46129,5.84861,6.54202,6.52964,7.47405
62,5.39571,7.47405,8.90693,10.5487,7.52277,7.46129,5.84861,6.54202,6.52964,7.7014,4.65591
63,8.90693,4.65591,10.5487,7.52277,7.46129,5.84861,6.54202,6.52964,7.7014,7.47405,5.91378
64,10.5487,5.91378,7.52277,7.46129,5.84861,6.54202,6.52964,7.7014,7.47405,4.65591,9.2468
65,7.52277,9.2468,7.46129,5.84861,6.54202,6.52964,7.7014,7.47405,4.65591,5.91378,8.02943
66,7.46129,8.02943,5.84861,6.54202,6.52964,7.7014,7.47405,4.65591,5.91378,9.2468,8.30124
67,5.84861,8.30124,6.54202,6.52964,7.7014,7.47405,4.65591,5.91378,9.2468,8.02943,11.3478
68,6.54202,11.3478,6.52964,7.7014,7.47405,4.65591,5.91378,9.2468,8.02943,8.30124,10.832
69,6.52964,10.832,7.7014,7.47405,4.65591,5.91378,9.2468,8.02943,8.30124,11.3478,8.56534
70,7.7014,8.56534,7.47405,4.65591,5.91378,9.2468,8.02943,8.30124,11.3478,10.832,9.28306
71,7.47405,9.28306,4.65591,5.91378,9.2468,8.02943,8.30124,11.3478,10.832,8.56534,10.0403
72,4.65591,10.0403,5.91378,9.2468,8.02943,8.30124,11.3478,10.832,8.56534,9.28306,11.281
73,5.91378,11.281,9.2468,8.02943,8.30124,11.3478,10.832,8.56534,9.28306,10.0403,9.07933
74,9.2468,9.07933,8.02943,8.30124,11.3478,10.832,8.56534,9.28306,10.0403,11.281,5.61745
75,8.02943,5.61745,8.30124,11.3478,10.832,8.56534,9.28306,10.0403,11.281,9.07933,8.54397
76,8.30124,8.54397,11.3478,10.832,8.56534,9.28306,10.0403,11.281,9.07933,5.61745,9.64597
77,11.3478,9.64597,10.832,8.56534,9.28306,10.0403,11.281,9.07933,5.61745,8.54397,6.60114
78,10.832,6.60114,8.56534,9.28306,10.0403,11.281,9.07933,5.61745,8.54397,9.64597,8.77609
79,8.56534,8.77609,9.28306,10.0403,11.281,9.07933,5.61745,8.54397,9.64597,6.60114,6.19437
80,9.28306,6.19437,10.0403,11.281,9.07933,5.61745,8.54397,9.64597,6.60114,8.77609,9.14506
81,10.0403,9.14506,11.281,9.07933,5.61745,8.54397,9.64597,6.60114,8.77609,6.19437,6.45305
82,11.281,6.45305,9.07933,5.61745,8.54397,9.64597,6.60114,8.77609,6.19437,9.14506,5.26631
83,9.07933,5.26631,5.61745,8.54397,9.64597,6.60114,8.77609,6.19437,9.14506,6.45305,5.84417
84,5.61745,5.84417,8.54397,9.64597,6.60114,8.77609,6.19437,9.14506,6.45305,5.26631,4.93343
85,8.54397,4.93343,9.64597,6.60114,8.77609,6.19437,9.14506,6.45305,5.26631,5.84417,5.7446
