pn,rqsj,data
WYSY003FJFS,2014/1/1 15:20,8.24495
WYSY003FJFS,2014/1/1 15:25,9.41469
WYSY003FJFS,2014/1/1 15:40,9.47402
WYSY003FJFS,2014/1/1 15:45,9.58959
WYSY003FJFS,2014/1/1 15:50,6.96885
WYSY003FJFS,2014/1/1 15:55,9.24976
WYSY003FJFS,2014/1/1 16:00,10.1381
WYSY003FJFS,2014/1/1 16:05,8.28097
WYSY003FJFS,2014/1/1 16:10,9.44332
WYSY003FJFS,2014/1/1 16:15,9.89065
WYSY003FJFS,2014/1/1 16:20,9.38028
WYSY003FJFS,2014/1/1 16:30,9.22471
WYSY003FJFS,2014/1/1 16:35,9.24278
WYSY003FJFS,2014/1/1 16:40,9.36078
WYSY003FJFS,2014/1/1 16:45,9.89793
WYSY003FJFS,2014/1/1 16:50,9.83775
WYSY003FJFS,2014/1/1 16:55,10.1385
WYSY003FJFS,2014/1/1 17:05,8.45608
WYSY003FJFS,2014/1/1 17:10,7.64553
WYSY003FJFS,2014/1/1 17:15,8.2444
WYSY003FJFS,2014/1/1 17:20,7.88689
WYSY003FJFS,2014/1/1 17:30,7.64508
WYSY003FJFS,2014/1/1 17:35,7.95493
WYSY003FJFS,2014/1/1 17:40,7.88942
WYSY003FJFS,2014/1/1 17:45,8.41938
WYSY003FJFS,2014/1/1 17:50,9.14178
WYSY003FJFS,2014/1/1 17:55,8.37886
WYSY003FJFS,2014/1/1 18:00,8.15971
WYSY003FJFS,2014/1/1 18:05,7.05225
WYSY003FJFS,2014/1/1 18:10,7.14188
WYSY003FJFS,2014/1/1 18:15,7.43568
WYSY003FJFS,2014/1/1 18:20,7.81835
WYSY003FJFS,2014/1/1 18:25,8.19126
WYSY003FJFS,2014/1/1 18:30,9.30369
WYSY003FJFS,2014/1/1 18:35,9.76957
WYSY003FJFS,2014/1/1 18:45,9.97952
WYSY003FJFS,2014/1/1 18:50,8.96945
WYSY003FJFS,2014/1/1 18:55,9.3036
WYSY003FJFS,2014/1/1 19:00,9.32676
WYSY003FJFS,2014/1/1 19:05,9.42279
WYSY003FJFS,2014/1/1 19:10,9.70064
WYSY003FJFS,2014/1/1 19:15,9.91034
WYSY003FJFS,2014/1/1 19:20,9.22034
WYSY003FJFS,2014/1/1 19:25,9.20581
WYSY003FJFS,2014/1/1 19:30,9.19698
WYSY003FJFS,2014/1/1 19:40,7.0724
WYSY003FJFS,2014/1/1 19:45,7.05352
WYSY003FJFS,2014/1/1 19:50,7.61435
WYSY003FJFS,2014/1/1 19:55,7.33029
WYSY003FJFS,2014/1/1 20:05,6.90559
WYSY003FJFS,2014/1/1 20:10,5.40351
WYSY003FJFS,2014/1/1 20:15,7.10481
WYSY003FJFS,2014/1/1 20:20,7.88282
WYSY003FJFS,2014/1/1 20:25,7.26679
WYSY003FJFS,2014/1/1 20:30,7.49467
WYSY003FJFS,2014/1/1 20:35,7.27812
WYSY003FJFS,2014/1/1 20:40,7.20174
WYSY003FJFS,2014/1/1 20:50,7.33698
WYSY003FJFS,2014/1/1 20:55,7.28861
WYSY003FJFS,2014/1/1 21:00,7.14678
WYSY003FJFS,2014/1/1 21:05,7.33833
WYSY003FJFS,2014/1/1 21:10,6.68735
WYSY003FJFS,2014/1/1 21:15,6.49673
WYSY003FJFS,2014/1/1 21:25,6.03686
WYSY003FJFS,2014/1/1 21:30,6.01667
WYSY003FJFS,2014/1/1 21:35,5.93285
WYSY003FJFS,2014/1/1 21:45,4.45214
WYSY003FJFS,2014/1/1 21:50,3.90963
WYSY003FJFS,2014/1/1 21:55,4.73963
WYSY003FJFS,2014/1/1 22:00,4.50049
WYSY003FJFS,2014/1/1 22:10,4.84066
WYSY003FJFS,2014/1/1 22:15,4.86358
WYSY003FJFS,2014/1/1 22:20,4.02953
WYSY003FJFS,2014/1/1 22:25,4.28308
WYSY003FJFS,2014/1/1 22:35,5.76599
WYSY003FJFS,2014/1/1 22:40,6.27363
WYSY003FJFS,2014/1/1 22:45,6.31763
WYSY003FJFS,2014/1/1 22:50,6.38422
WYSY003FJFS,2014/1/1 22:55,6.37525
WYSY003FJFS,2014/1/1 23:05,6.41497
WYSY003FJFS,2014/1/1 23:10,6.76419
WYSY003FJFS,2014/1/1 23:15,7.14222
WYSY003FJFS,2014/1/1 23:20,7.68732
WYSY003FJFS,2014/1/1 23:30,6.98957
WYSY003FJFS,2014/1/1 23:35,7.13273
WYSY003FJFS,2014/1/1 23:40,7.02264
WYSY003FJFS,2014/1/1 23:45,6.62191
WYSY003FJFS,2014/1/1 23:50,6.92551
WYSY003FJFS,2014/1/1 23:55,6.27848
WYSY003FJFS,2014/1/1 23:59,5.48487
WYSY003FJFS,2014/1/2 0:00,5.48487
WYSY003FJFS,2014/1/2 0:10,5.61616
WYSY003FJFS,2014/1/2 0:15,5.44299
WYSY003FJFS,2014/1/2 0:20,5.37064
WYSY003FJFS,2014/1/2 0:25,5.68117
WYSY003FJFS,2014/1/2 0:30,5.36088
WYSY003FJFS,2014/1/2 0:35,6.29841
WYSY003FJFS,2014/1/2 0:40,5.42413
WYSY003FJFS,2014/1/2 0:45,5.65296
WYSY003FJFS,2014/1/2 0:50,6.66208
WYSY003FJFS,2014/1/2 0:55,5.90937
WYSY003FJFS,2014/1/2 1:00,6.45703
WYSY003FJFS,2014/1/2 1:05,6.14016
WYSY003FJFS,2014/1/2 1:10,5.87563
WYSY003FJFS,2014/1/2 1:15,5.88084
WYSY003FJFS,2014/1/2 1:20,5.46185
WYSY003FJFS,2014/1/2 1:25,5.33021
WYSY003FJFS,2014/1/2 1:30,5.58151
WYSY003FJFS,2014/1/2 1:35,5.22177
WYSY003FJFS,2014/1/2 1:45,5.83758
WYSY003FJFS,2014/1/2 1:50,5.4744
WYSY003FJFS,2014/1/2 1:55,5.58671
WYSY003FJFS,2014/1/2 2:00,5.67537
WYSY003FJFS,2014/1/2 2:05,5.6005
WYSY003FJFS,2014/1/2 2:10,4.76527
WYSY003FJFS,2014/1/2 2:15,4.65774
WYSY003FJFS,2014/1/2 2:20,5.09174
WYSY003FJFS,2014/1/2 2:25,6.27201
WYSY003FJFS,2014/1/2 2:30,6.51536
WYSY003FJFS,2014/1/2 2:35,6.93978
WYSY003FJFS,2014/1/2 2:40,6.78755
WYSY003FJFS,2014/1/2 2:45,7.02909
WYSY003FJFS,2014/1/2 2:50,7.48201
WYSY003FJFS,2014/1/2 2:55,7.34656
WYSY003FJFS,2014/1/2 3:00,7.58719
WYSY003FJFS,2014/1/2 3:05,8.26327
WYSY003FJFS,2014/1/2 3:10,7.78654
WYSY003FJFS,2014/1/2 3:20,6.64105
WYSY003FJFS,2014/1/2 3:25,6.78847
WYSY003FJFS,2014/1/2 3:30,6.7203
WYSY003FJFS,2014/1/2 3:35,6.74142
WYSY003FJFS,2014/1/2 3:40,7.24974
WYSY003FJFS,2014/1/2 3:45,6.67464
WYSY003FJFS,2014/1/2 3:50,7.53595
WYSY003FJFS,2014/1/2 3:55,6.60847
WYSY003FJFS,2014/1/2 4:00,6.57699
WYSY003FJFS,2014/1/2 4:05,7.26542
WYSY003FJFS,2014/1/2 4:10,7.17564
WYSY003FJFS,2014/1/2 4:15,7.1321
WYSY003FJFS,2014/1/2 4:20,5.94784
WYSY003FJFS,2014/1/2 4:25,5.50682
WYSY003FJFS,2014/1/2 4:30,6.22951
WYSY003FJFS,2014/1/2 4:35,6.50691
WYSY003FJFS,2014/1/2 4:40,5.47975
WYSY003FJFS,2014/1/2 4:45,6.83118
WYSY003FJFS,2014/1/2 4:55,6.71729
WYSY003FJFS,2014/1/2 5:00,6.37452
WYSY003FJFS,2014/1/2 5:05,5.96282
WYSY003FJFS,2014/1/2 5:10,5.22743
WYSY003FJFS,2014/1/2 5:15,4.60817
WYSY003FJFS,2014/1/2 5:20,5.96262
WYSY003FJFS,2014/1/2 5:25,6.48423
WYSY003FJFS,2014/1/2 5:30,7.19246
WYSY003FJFS,2014/1/2 5:35,7.849
WYSY003FJFS,2014/1/2 5:40,8.51869
WYSY003FJFS,2014/1/2 5:45,7.5301
WYSY003FJFS,2014/1/2 5:50,7.19075
WYSY003FJFS,2014/1/2 5:55,7.51402
WYSY003FJFS,2014/1/2 6:00,6.15158
WYSY003FJFS,2014/1/2 6:05,7.18078
WYSY003FJFS,2014/1/2 6:15,7.23612
WYSY003FJFS,2014/1/2 6:20,8.71331
WYSY003FJFS,2014/1/2 6:25,6.97748
WYSY003FJFS,2014/1/2 6:30,6.98938
WYSY003FJFS,2014/1/2 6:35,6.44714
WYSY003FJFS,2014/1/2 6:40,7.58415
WYSY003FJFS,2014/1/2 6:45,8.36026
WYSY003FJFS,2014/1/2 6:50,8.051
WYSY003FJFS,2014/1/2 6:55,8.56086
WYSY003FJFS,2014/1/2 7:00,9.8133
WYSY003FJFS,2014/1/2 7:05,9.30221
WYSY003FJFS,2014/1/2 7:10,8.99903
WYSY003FJFS,2014/1/2 7:15,8.66869
WYSY003FJFS,2014/1/2 7:30,8.24266
WYSY003FJFS,2014/1/2 7:35,8.39138
WYSY003FJFS,2014/1/2 7:40,8.20549
WYSY003FJFS,2014/1/2 7:45,8.74833
WYSY003FJFS,2014/1/2 7:50,8.40488
WYSY003FJFS,2014/1/2 7:55,8.86818
WYSY003FJFS,2014/1/2 8:00,8.41035
WYSY003FJFS,2014/1/2 8:05,8.68818
WYSY003FJFS,2014/1/2 8:15,10.0322
WYSY003FJFS,2014/1/2 8:25,7.78199
WYSY003FJFS,2014/1/2 8:30,7.98393
WYSY003FJFS,2014/1/2 8:35,7.83299
WYSY003FJFS,2014/1/2 8:40,7.88596
WYSY003FJFS,2014/1/2 8:45,7.92134
WYSY003FJFS,2014/1/2 8:50,7.92944
WYSY003FJFS,2014/1/2 9:05,7.86378
WYSY003FJFS,2014/1/2 9:10,6.98072
WYSY003FJFS,2014/1/2 9:15,6.56282
WYSY003FJFS,2014/1/2 9:20,6.52584
WYSY003FJFS,2014/1/2 9:25,5.75573
WYSY003FJFS,2014/1/2 9:30,6.50177
WYSY003FJFS,2014/1/2 9:35,7.09346
WYSY003FJFS,2014/1/2 9:40,6.29932
WYSY003FJFS,2014/1/2 9:45,5.8354
WYSY003FJFS,2014/1/2 9:50,6.06409
WYSY003FJFS,2014/1/2 9:55,6.76995
WYSY003FJFS,2014/1/2 10:00,5.80233
WYSY003FJFS,2014/1/2 10:10,6.0877
WYSY003FJFS,2014/1/2 10:15,6.28746
WYSY003FJFS,2014/1/2 10:20,6.28227
WYSY003FJFS,2014/1/2 10:25,8.08824
WYSY003FJFS,2014/1/2 10:30,7.47566
WYSY003FJFS,2014/1/2 10:35,7.6885
WYSY003FJFS,2014/1/2 10:40,9.63626
WYSY003FJFS,2014/1/2 10:50,10.0036
WYSY003FJFS,2014/1/2 10:55,9.96297
WYSY003FJFS,2014/1/2 11:00,9.57706
WYSY003FJFS,2014/1/2 11:05,9.01106
WYSY003FJFS,2014/1/2 11:10,8.96398
WYSY003FJFS,2014/1/2 11:15,7.57443
WYSY003FJFS,2014/1/2 11:20,8.45455
WYSY003FJFS,2014/1/2 11:25,8.92592
WYSY003FJFS,2014/1/2 11:30,7.95918
WYSY003FJFS,2014/1/2 11:40,7.01769
WYSY003FJFS,2014/1/2 11:45,8.90659
WYSY003FJFS,2014/1/2 11:50,9.65876
WYSY003FJFS,2014/1/2 11:55,8.86116
WYSY003FJFS,2014/1/2 12:00,8.61454
WYSY003FJFS,2014/1/2 12:05,8.21116
WYSY003FJFS,2014/1/2 12:10,7.89979
WYSY003FJFS,2014/1/2 12:15,7.17376
WYSY003FJFS,2014/1/2 12:25,7.48219
WYSY003FJFS,2014/1/2 12:30,6.63268
WYSY003FJFS,2014/1/2 12:35,7.98051
WYSY003FJFS,2014/1/2 12:40,5.96219
WYSY003FJFS,2014/1/2 12:50,7.13911
WYSY003FJFS,2014/1/2 12:55,7.26763
WYSY003FJFS,2014/1/2 13:00,7.00147
WYSY003FJFS,2014/1/2 13:05,6.70696
WYSY003FJFS,2014/1/2 13:10,6.54908
WYSY003FJFS,2014/1/2 13:15,6.18276
WYSY003FJFS,2014/1/2 13:20,7.06656
WYSY003FJFS,2014/1/2 13:30,7.56759
WYSY003FJFS,2014/1/2 13:40,7.73087
WYSY003FJFS,2014/1/2 13:45,8.16848
WYSY003FJFS,2014/1/2 13:50,6.50884
WYSY003FJFS,2014/1/2 13:55,6.28792
WYSY003FJFS,2014/1/2 14:00,7.93523
WYSY003FJFS,2014/1/2 14:05,5.99587
WYSY003FJFS,2014/1/2 14:10,4.86314
WYSY003FJFS,2014/1/2 14:15,7.12354
WYSY003FJFS,2014/1/2 14:30,5.89464
WYSY003FJFS,2014/1/2 14:35,6.61556
WYSY003FJFS,2014/1/2 14:40,5.67927
WYSY003FJFS,2014/1/2 14:50,6.50249
WYSY003FJFS,2014/1/2 14:55,5.70654
WYSY003FJFS,2014/1/2 15:00,5.29788
WYSY003FJFS,2014/1/2 15:05,7.0052
WYSY003FJFS,2014/1/2 15:15,6.7515
WYSY003FJFS,2014/1/2 15:20,6.35611
WYSY003FJFS,2014/1/2 15:25,5.40428
WYSY003FJFS,2014/1/2 15:30,6.88899
WYSY003FJFS,2014/1/2 15:35,4.9535
WYSY003FJFS,2014/1/2 15:45,6.19431
WYSY003FJFS,2014/1/2 15:50,4.6578
WYSY003FJFS,2014/1/2 15:55,5.3342
WYSY003FJFS,2014/1/2 16:00,4.54141
WYSY003FJFS,2014/1/2 16:05,5.37958
WYSY003FJFS,2014/1/2 16:15,6.29661
WYSY003FJFS,2014/1/2 16:20,5.58653
WYSY003FJFS,2014/1/2 16:30,4.85889
WYSY003FJFS,2014/1/2 16:35,5.32295
WYSY003FJFS,2014/1/2 16:40,4.54872
WYSY003FJFS,2014/1/2 16:45,4.48323
WYSY003FJFS,2014/1/2 16:50,4.90715
WYSY003FJFS,2014/1/2 16:55,7.05621
WYSY003FJFS,2014/1/2 17:15,6.84465
WYSY003FJFS,2014/1/2 17:20,7.37447
WYSY003FJFS,2014/1/2 17:25,8.82127
WYSY003FJFS,2014/1/2 17:30,7.08004
WYSY003FJFS,2014/1/2 17:35,6.89227
WYSY003FJFS,2014/1/2 17:40,5.62361
WYSY003FJFS,2014/1/2 17:45,6.26917
WYSY003FJFS,2014/1/2 17:55,5.07713
WYSY003FJFS,2014/1/2 18:00,5.8383
WYSY003FJFS,2014/1/2 18:05,5.38784
WYSY003FJFS,2014/1/2 18:10,4.43812
WYSY003FJFS,2014/1/2 18:15,5.13097
WYSY003FJFS,2014/1/2 18:20,4.41555
WYSY003FJFS,2014/1/2 18:25,4.36879
WYSY003FJFS,2014/1/2 18:30,5.33077
WYSY003FJFS,2014/1/2 18:35,3.98463
WYSY003FJFS,2014/1/2 18:40,4.82377
WYSY003FJFS,2014/1/2 18:45,7.838
WYSY003FJFS,2014/1/2 18:50,10.2689
WYSY003FJFS,2014/1/2 18:55,9.05608
WYSY003FJFS,2014/1/2 19:00,9.17044
WYSY003FJFS,2014/1/2 19:05,9.33361
WYSY003FJFS,2014/1/2 19:10,9.42754
WYSY003FJFS,2014/1/2 19:15,9.56889
WYSY003FJFS,2014/1/2 19:20,9.12935
WYSY003FJFS,2014/1/2 19:25,9.16173
WYSY003FJFS,2014/1/2 19:30,9.38392
WYSY003FJFS,2014/1/2 19:40,7.43957
WYSY003FJFS,2014/1/2 19:45,9.59519
WYSY003FJFS,2014/1/2 19:50,10.3016
WYSY003FJFS,2014/1/2 19:55,10.1024
WYSY003FJFS,2014/1/2 20:00,10.8499
WYSY003FJFS,2014/1/2 20:05,9.69202
WYSY003FJFS,2014/1/2 20:10,8.34084
WYSY003FJFS,2014/1/2 20:25,7.08673
WYSY003FJFS,2014/1/2 20:30,7.98461
WYSY003FJFS,2014/1/2 20:35,9.15477
WYSY003FJFS,2014/1/2 20:40,10.2788
WYSY003FJFS,2014/1/2 20:45,9.38523
WYSY003FJFS,2014/1/2 20:50,9.30428
WYSY003FJFS,2014/1/2 20:55,8.542
WYSY003FJFS,2014/1/2 21:00,7.66248
WYSY003FJFS,2014/1/2 21:05,6.54845
WYSY003FJFS,2014/1/2 21:15,3.72978
WYSY003FJFS,2014/1/2 21:20,4.87417
WYSY003FJFS,2014/1/2 21:25,6.52102
WYSY003FJFS,2014/1/2 21:30,6.61326
WYSY003FJFS,2014/1/2 21:35,7.58037
WYSY003FJFS,2014/1/2 21:40,7.70465
WYSY003FJFS,2014/1/2 21:45,7.71223
WYSY003FJFS,2014/1/2 21:50,7.75038
WYSY003FJFS,2014/1/2 22:00,8.77526
WYSY003FJFS,2014/1/2 22:05,9.02778
WYSY003FJFS,2014/1/2 22:10,7.76552
WYSY003FJFS,2014/1/2 22:15,7.76747
WYSY003FJFS,2014/1/2 22:30,5.86713
WYSY003FJFS,2014/1/2 22:35,7.18689
WYSY003FJFS,2014/1/2 22:40,6.30447
WYSY003FJFS,2014/1/2 22:45,7.02249
WYSY003FJFS,2014/1/2 22:50,5.93173
WYSY003FJFS,2014/1/2 22:55,5.95588
WYSY003FJFS,2014/1/2 23:00,5.17952
WYSY003FJFS,2014/1/2 23:05,4.45912
WYSY003FJFS,2014/1/2 23:15,5.83775
WYSY003FJFS,2014/1/2 23:20,6.80742
WYSY003FJFS,2014/1/2 23:25,8.09796
WYSY003FJFS,2014/1/2 23:30,7.80425
WYSY003FJFS,2014/1/2 23:35,7.69755
WYSY003FJFS,2014/1/2 23:40,6.97668
WYSY003FJFS,2014/1/2 23:45,7.51582
WYSY003FJFS,2014/1/2 23:50,6.83954
WYSY003FJFS,2014/1/2 23:55,6.64966
WYSY003FJFS,2014/1/2 23:59,6.63817
WYSY003FJFS,2014/1/3 0:00,6.63817
WYSY003FJFS,2014/1/3 0:05,7.4479
WYSY003FJFS,2014/1/3 0:10,5.98221
WYSY003FJFS,2014/1/3 0:15,6.39039
WYSY003FJFS,2014/1/3 0:20,5.8049
WYSY003FJFS,2014/1/3 0:25,5.77512
WYSY003FJFS,2014/1/3 0:30,5.79536
WYSY003FJFS,2014/1/3 0:35,3.9137
WYSY003FJFS,2014/1/3 0:40,4.74493
WYSY003FJFS,2014/1/3 0:45,5.00013
WYSY003FJFS,2014/1/3 0:50,6.95525
WYSY003FJFS,2014/1/3 0:55,6.22567
WYSY003FJFS,2014/1/3 1:00,7.05347
WYSY003FJFS,2014/1/3 1:05,4.76404
WYSY003FJFS,2014/1/3 1:10,3.69817
WYSY003FJFS,2014/1/3 1:15,4.28682
WYSY003FJFS,2014/1/3 1:20,4.52046
WYSY003FJFS,2014/1/3 1:25,4.35874
WYSY003FJFS,2014/1/3 1:30,5.1147
